,id,name,teamId,position,minutes,goals_scored,assists,saves,clean_sheets,goals_conceded,penalties_saved,yellow_cards,red_cards,creativity,total_points,points_per_game,value_season,selected_by_percent,now_cost
335,320,Andy Carroll,Newcastle,Forward,617,0,4,0,2,10,0,1,0,162.0,34,1.8,6.2,0.4,55
336,321,Jonjo Shelvey,Newcastle,Midfielder,2118,6,2,0,8,34,0,3,0,597.4,105,4.0,19.1,0.8,55
337,322,Matt Ritchie,Newcastle,Midfielder,1312,2,1,0,8,19,0,4,0,482.7,74,4.1,14.8,0.6,50
338,323,Federico Fernández,Newcastle,Defender,2617,2,3,0,8,42,0,8,0,74.5,102,3.2,20.4,1.5,50
339,324,Ciaran Clark,Newcastle,Defender,1186,2,0,0,4,14,0,3,0,14.9,49,3.5,10.9,0.3,45
340,325,Karl Darlow,Newcastle,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.3,50
341,326,Martin Dubravka,Newcastle,Goalkeeper,3420,0,0,139,11,58,0,0,0,0.0,143,3.8,28.6,1.4,50
342,327,Florian Lejeune,Newcastle,Defender,440,2,0,0,1,10,0,0,0,12.6,24,4.0,5.3,0.1,45
343,328,Jamaal Lascelles,Newcastle,Defender,2076,1,0,0,8,31,0,5,0,28.1,73,3.0,16.2,2.7,45
344,329,Dwight Gayle,Newcastle,Forward,842,4,2,0,4,15,0,2,0,86.2,58,2.9,9.7,0.2,60
345,330,Christian Atsu,Newcastle,Midfielder,738,0,3,0,3,15,0,2,0,186.7,37,1.9,6.7,0.1,55
346,331,Paul Dummett,Newcastle,Defender,1227,0,0,0,5,20,0,2,0,63.1,44,2.8,9.8,0.2,45
347,332,Javier Manquillo,Newcastle,Defender,1597,0,1,0,8,21,0,5,0,100.8,65,3.1,14.4,0.4,45
348,333,Emil Krafth,Newcastle,Defender,1015,0,1,0,3,23,0,0,0,28.8,37,2.2,8.2,0.1,45
349,334,Fabian Schär,Newcastle,Defender,1669,2,1,0,4,38,0,5,0,58.3,55,2.5,11.0,0.1,50
350,335,DeAndre Yedlin,Newcastle,Defender,934,1,0,0,1,18,0,3,0,118.1,26,1.6,5.8,0.5,45
351,336,Isaac Hayden,Newcastle,Midfielder,2220,1,4,0,8,36,0,4,1,227.6,73,2.5,14.6,0.1,50
352,337,Rolando Aarons,Newcastle,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,50
353,338,Allan Saint-Maximin,Newcastle,Midfielder,1860,3,5,0,8,22,0,0,0,423.4,92,3.5,16.7,18.6,55
354,339,Miguel Almirón,Newcastle,Midfielder,3020,4,2,0,12,48,0,5,0,450.2,109,3.0,18.2,1.0,60
355,340,Joelinton Cássio Apolinário de Lira,Newcastle,Forward,2678,2,2,0,9,46,0,7,0,433.4,78,2.1,13.0,0.6,60
356,341,Yoshinori Muto,Newcastle,Forward,207,0,0,0,0,7,0,0,0,15.4,9,1.1,1.8,0.3,50
357,342,Kelland Watts,Newcastle,Defender,16,0,0,0,0,1,0,0,0,0.0,1,1.0,0.2,0.8,40
358,480,Sean Longstaff,Newcastle,Midfielder,1370,1,2,0,2,26,0,2,1,217.1,44,1.9,8.8,0.1,50
359,485,Jeff Hendrick,Newcastle,Midfielder,1930,2,2,0,10,30,0,8,0,213.7,67,2.8,13.4,0.1,50
360,487,Matthew Longstaff,Newcastle,Midfielder,572,2,0,0,1,11,0,1,0,51.6,27,3.0,5.4,0.1,50
361,488,Mark Gillespie,Newcastle,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,45
362,497,Jacob Murphy,Newcastle,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50
363,343,Billy Sharp,Sheffield Utd,Forward,1037,3,2,0,4,10,0,1,1,186.2,57,2.3,9.5,0.3,60
364,344,David McGoldrick,Sheffield Utd,Forward,1810,2,2,0,7,18,0,2,0,268.4,65,2.3,11.8,1.2,55
365,345,Chris Basham,Sheffield Utd,Defender,3242,0,1,0,13,37,0,4,0,212.1,123,3.2,24.6,2.5,50
366,346,John Fleck,Sheffield Utd,Midfielder,2515,5,2,0,8,30,0,8,0,648.8,101,3.4,16.8,0.7,60
367,347,Enda Stevens,Sheffield Utd,Defender,3345,2,4,0,13,39,0,7,0,554.5,142,3.7,25.8,6.0,55
368,348,Simon Moore,Sheffield Utd,Goalkeeper,180,0,0,5,0,6,0,0,0,0.0,3,1.5,0.7,0.3,45
369,349,Oliver Norwood,Sheffield Utd,Midfielder,3089,1,3,0,13,36,0,8,0,808.8,98,2.6,19.6,0.6,50
370,350,Wes Foderingham,Sheffield Utd,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,45
371,351,George Baldock,Sheffield Utd,Defender,3420,2,4,0,13,39,0,7,0,485.7,142,3.7,25.8,5.7,55
372,352,Jack Robinson,Sheffield Utd,Defender,504,0,0,0,1,11,0,0,0,30.4,14,2.3,3.1,0.3,45
373,353,John Egan,Sheffield Utd,Defender,3187,2,1,0,13,33,0,3,1,25.4,133,3.7,26.6,17.0,50
374,354,Jack O'Connell,Sheffield Utd,Defender,2915,0,1,0,12,28,0,4,0,262.3,111,3.4,22.2,0.8,50
375,355,John Lundstram,Sheffield Utd,Midfielder,2452,5,4,0,10,29,0,5,0,382.9,144,4.2,26.2,13.6,55
376,356,Ben Osborn,Sheffield Utd,Midfielder,590,0,0,0,2,4,0,0,0,108.5,19,1.5,3.8,0.0,50
377,357,Oliver McBurnie,Sheffield Utd,Forward,2105,6,1,0,9,25,0,4,0,186.9,86,2.4,14.3,0.9,60
378,358,Callum Robinson,Sheffield Utd,Forward,669,1,2,0,2,6,0,1,0,72.8,33,2.1,6.0,0.1,55
379,359,Lys Mousset,Sheffield Utd,Forward,1223,6,4,0,3,15,0,1,0,163.1,84,2.8,14.0,0.6,60
380,360,Sander Berge,Sheffield Utd,Midfielder,943,1,1,0,4,11,0,0,0,66.0,40,2.9,8.0,0.5,50
381,477,Luke Freeman,Sheffield Utd,Midfielder,360,0,0,0,1,5,0,2,0,77.4,13,1.2,2.6,0.0,50
382,483,Aaron Ramsdale,Sheffield Utd,Goalkeeper,3330,0,1,128,5,62,1,0,0,24.0,126,3.4,25.2,7.6,50
383,361,Shane Long,Southampton,Forward,1386,2,3,0,5,20,0,0,0,264.8,62,2.4,11.3,1.4,55
384,362,Ryan Bertrand,Southampton,Defender,2742,1,1,0,7,52,0,3,1,538.5,75,2.3,15.0,1.3,50
385,363,Alex McCarthy,Southampton,Goalkeeper,2520,0,0,79,7,35,1,0,0,10.0,104,3.7,23.1,19.2,45
386,364,Oriol Romeu Vidal,Southampton,Midfielder,1855,0,0,0,5,38,0,5,0,272.9,51,1.7,11.3,4.7,45
387,365,Nathan Redmond,Southampton,Midfielder,2763,4,4,0,7,51,0,2,0,539.1,107,3.3,16.5,0.9,65
388,366,Danny Ings,Southampton,Forward,2800,22,2,0,6,44,0,3,0,458.3,198,5.2,23.3,25.9,85
389,367,Jack Stephens,Southampton,Defender,2451,1,3,0,7,39,0,4,1,101.5,85,3.0,17.0,0.6,50
390,368,Stuart Armstrong,Southampton,Midfielder,1706,5,4,0,7,25,0,4,0,274.9,98,3.3,17.8,2.4,55
391,369,Jannik Vestergaard,Southampton,Defender,1496,1,0,0,4,26,0,3,0,81.3,51,2.7,11.3,0.6,45
392,370,James Ward-Prowse,Southampton,Midfielder,3420,5,4,0,9,60,0,9,0,989.9,117,3.1,19.5,4.2,60
393,371,Angus Gunn,Southampton,Goalkeeper,900,0,0,30,2,25,0,0,0,0.0,29,2.9,6.4,0.4,45
394,372,Sofiane Boufal,Southampton,Midfielder,753,0,3,0,1,17,0,2,0,203.7,34,1.7,6.2,0.1,55
395,374,Josh Sims,Southampton,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,45
396,375,Kyle Walker-Peters,Southampton,Defender,944,0,1,0,2,12,0,1,0,108.6,32,2.5,7.1,9.6,45
397,376,Jan Bednarek,Southampton,Defender,3057,1,1,0,7,57,0,4,0,45.5,84,2.5,18.7,3.5,45
398,377,Che Adams,Southampton,Forward,1095,4,4,0,4,17,0,0,0,184.9,78,2.6,13.0,2.4,60
399,378,Yan Valery,Southampton,Defender,778,0,1,0,1,20,0,1,0,44.2,18,1.6,3.6,0.1,50
400,379,William Smallbone,Southampton,Midfielder,389,0,2,0,3,4,0,0,0,53.2,24,2.7,5.3,0.4,45
401,380,Jake Vokins,Southampton,Defender,90,0,0,0,0,1,0,0,0,16.7,2,2.0,0.5,1.5,40
402,381,Michael Obafemi,Southampton,Forward,655,3,2,0,3,12,0,1,0,130.7,45,2.1,9.0,2.7,50
403,382,Moussa Djenepo,Southampton,Midfielder,920,2,2,0,2,14,0,4,1,153.4,40,2.2,7.3,0.1,55
404,479,Mohammed Salisu,Southampton,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4,45
405,383,Hugo Lloris,Spurs,Goalkeeper,1808,0,0,80,6,21,1,0,0,0.0,98,4.7,17.8,5.3,55
406,384,Danny Rose,Spurs,Defender,1753,0,0,0,5,28,0,7,0,230.8,47,2.0,9.4,0.4,50
407,385,Moussa Sissoko,Spurs,Midfielder,2451,2,1,0,7,31,0,8,0,275.7,69,2.4,13.8,0.5,50
408,386,Toby Alderweireld,Spurs,Defender,2957,2,2,0,7,39,0,7,0,196.0,97,2.9,17.6,2.4,55
409,387,Erik Lamela,Spurs,Midfielder,1203,2,5,0,5,12,0,3,0,284.2,65,2.6,10.8,0.2,60
410,388,Harry Kane,Spurs,Forward,2588,18,2,0,6,36,0,4,0,391.0,158,5.4,15.0,16.0,105
411,389,Serge Aurier,Spurs,Defender,2699,1,7,0,9,33,0,2,1,508.1,124,3.8,22.5,5.0,55
412,390,Heung-Min Son,Spurs,Midfielder,2478,11,13,0,7,32,0,0,2,606.1,169,5.6,18.8,27.6,90
413,391,Eric Dier,Spurs,Defender,1340,0,2,0,3,23,0,5,0,100.2,36,1.9,7.2,1.3,50
414,392,Lucas Rodrigues Moura da Silva,Spurs,Midfielder,2235,4,5,0,6,29,0,3,0,477.1,100,2.9,14.3,3.2,70
415,393,Paulo Gazzaniga,Spurs,Goalkeeper,1612,0,0,59,2,26,1,1,0,10.0,58,3.2,12.9,0.4,45
416,394,Bamidele Alli,Spurs,Midfielder,1845,8,6,0,4,25,0,2,0,328.6,117,4.7,14.6,2.5,80
417,395,Ben Davies,Spurs,Defender,1430,0,0,0,4,19,0,6,0,172.4,41,2.3,8.2,1.7,50
418,396,Pierre-Emile Højbjerg,Spurs,Midfielder,2750,0,3,0,7,51,0,5,0,469.0,75,2.3,15.0,1.4,50
419,397,Harry Winks,Spurs,Midfielder,2223,0,0,0,6,31,0,9,0,323.4,52,1.7,9.5,0.2,55
420,398,Davinson Sánchez,Spurs,Defender,2431,0,2,0,4,37,0,6,0,31.0,64,2.2,11.6,1.0,55
421,399,Ryan Sessegnon,Spurs,Defender,341,0,0,0,0,5,0,0,0,39.9,9,1.5,1.8,0.4,50
422,400,Steven Bergwijn,Spurs,Midfielder,699,3,1,0,2,9,0,2,0,187.3,43,3.1,5.7,1.5,75
423,401,Gedson Carvalho Fernandes,Spurs,Midfielder,62,0,0,0,0,1,0,0,0,34.3,7,1.0,1.4,0.1,50
424,402,Japhet Tanganga,Spurs,Defender,525,0,0,0,2,7,0,1,0,17.2,17,2.8,3.4,0.2,50
425,403,Giovani Lo Celso,Spurs,Midfielder,1482,0,3,0,6,18,0,6,0,459.4,54,1.9,7.7,2.2,70
426,404,Oliver Skipp,Spurs,Midfielder,74,0,0,0,0,1,0,0,0,1.6,7,1.0,1.6,0.1,45
427,405,Tanguy Ndombele,Spurs,Midfielder,1002,2,2,0,1,17,0,3,0,194.8,45,2.1,7.5,0.3,60
428,406,Juan Foyth,Spurs,Defender,66,0,0,0,0,3,0,1,0,12.5,3,0.8,0.7,0.2,45
429,457,Matt Doherty,Spurs,Defender,2836,4,8,0,12,31,0,1,0,340.5,167,4.6,27.8,25.8,60
430,482,Joe Hart,Spurs,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,45
431,56,David Button,West Brom,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,5.5,40
432,407,Kieran Gibbs,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.9,45
433,408,Hal Robson-Kanu,West Brom,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.6,55
434,409,Jake Livermore,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,50
435,410,Kamil Grosicki,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,55
436,411,Matt Phillips,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,55
437,412,Kyle Bartley,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,45
438,413,Romaine Sawyers,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,50
439,414,Ahmed El-Sayed Hegazy,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.8,45
440,415,Charlie Austin,West Brom,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.3,55
441,416,Kenneth Zohore,West Brom,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.5,50
442,417,Sam Johnstone,West Brom,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.1,45
443,418,Conor Townsend,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.3,45
444,419,Oluwasemilogo Adesewo Ibidapo Ajayi,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.5,50
445,420,Jonathan Leko,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,45
446,421,Kyle Edwards,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,50
447,422,Darnell Furlong,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.1,45
448,423,Sam Field,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,50
449,424,Oliver Burke,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.6,45
450,425,Dara O'Shea,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4,45
451,426,Rekeem Harper,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.5,45
452,446,Grady Diangana,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4,55
453,481,Matheus Pereira,West Brom,Midfielder,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,4.3,60
454,499,Cedric Kipre,West Brom,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,45
455,427,Mark Noble,West Ham,Midfielder,2675,4,4,0,7,44,0,5,0,602.2,105,3.2,21.0,2.3,50
456,428,Robert Snodgrass,West Ham,Midfielder,1504,5,5,0,3,33,0,4,0,552.1,87,3.6,14.5,0.1,60
457,429,David Martin,West Ham,Goalkeeper,435,0,0,15,2,6,0,1,0,0.0,20,4.0,5.0,8.1,40
458,430,Darren Randolph,West Ham,Goalkeeper,180,0,0,6,0,5,0,0,0,0.0,3,1.5,0.7,0.3,45
459,431,Lukasz Fabianski,West Ham,Goalkeeper,2117,0,0,72,5,34,1,1,0,0.0,83,3.3,16.6,1.9,50
460,432,Angelo Ogbonna,West Ham,Defender,2786,2,0,0,7,44,0,4,0,37.8,81,2.6,16.2,0.4,50
461,433,Roberto Jimenez Gago,West Ham,Goalkeeper,686,0,0,36,0,17,0,0,0,0.0,18,2.2,4.0,0.1,45
462,434,Jack Wilshere,West Ham,Midfielder,209,0,0,0,0,5,0,0,0,7.0,8,1.0,1.6,0.2,50
463,435,Aaron Cresswell,West Ham,Defender,2727,3,0,0,5,51,0,7,0,441.0,79,2.5,15.8,1.2,50
464,436,Andriy Yarmolenko,West Ham,Midfielder,981,5,1,0,3,17,0,2,0,265.7,70,3.0,11.7,0.3,60
465,437,Michail Antonio,West Ham,Forward,1767,10,4,0,3,30,0,3,0,377.4,111,4.6,17.1,13.4,65
466,438,Ryan Fredericks,West Ham,Defender,2235,0,3,0,7,39,0,7,0,333.7,74,2.7,16.4,0.9,45
467,439,Manuel Lanzini,West Ham,Midfielder,1370,0,3,0,2,30,0,1,0,464.8,50,2.1,7.7,0.2,65
468,440,Felipe Anderson Pereira Gomes,West Ham,Midfielder,1493,1,4,0,7,27,0,1,0,414.7,66,2.6,10.2,0.6,65
469,441,Sébastien Haller,West Ham,Forward,2259,7,3,0,5,41,0,1,0,354.5,102,3.2,15.7,0.8,65
470,442,Arthur Masuaku,West Ham,Defender,930,0,1,0,2,18,0,4,1,128.6,26,1.5,5.8,0.3,45
471,443,Fabián Balbuena,West Ham,Defender,1176,1,0,0,3,24,0,2,0,18.5,40,2.4,8.9,0.2,45
472,444,Jordan Hugill,West Ham,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,55
473,445,Jarrod Bowen,West Ham,Midfielder,916,1,4,0,1,13,0,0,0,235.0,44,3.4,6.8,1.0,65
474,447,Albian Ajeti,West Ham,Forward,132,0,0,0,0,3,0,0,0,22.9,9,1.0,1.6,0.0,55
475,448,Declan Rice,West Ham,Midfielder,3420,1,5,0,7,62,0,6,0,350.8,105,2.8,21.0,5.3,50
476,449,Tomas Soucek,West Ham,Midfielder,1039,3,0,0,1,18,0,0,0,73.1,41,3.2,8.2,8.1,50
477,450,Pablo Fornals,West Ham,Midfielder,2167,2,6,0,6,35,0,3,0,359.7,93,2.6,14.3,0.1,65
478,451,Issa Diop,West Ham,Defender,2765,3,1,0,4,54,0,8,0,64.3,76,2.4,16.9,1.5,45
479,452,Ben Johnson,West Ham,Defender,270,0,0,0,0,3,0,0,0,25.2,6,2.0,1.5,3.2,40
480,453,John Ruddy,Wolves,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.4,45
481,454,João Filipe Iria Santos Moutinho,Wolves,Midfielder,3105,1,7,0,11,36,0,7,0,1200.1,113,3.0,20.5,3.1,55
482,455,Rui Pedro dos Santos Patrício,Wolves,Goalkeeper,3420,0,0,90,13,40,2,0,0,0.0,153,4.0,27.8,6.6,55
483,456,Ryan Bennett,Wolves,Defender,932,0,0,0,3,17,0,2,0,41.0,32,2.0,7.1,0.4,45
484,458,Willy Boly,Wolves,Defender,1980,0,1,0,12,15,0,1,1,85.8,97,4.4,17.6,2.2,55
485,459,Conor Coady,Wolves,Defender,3420,0,0,0,13,40,0,5,0,68.8,118,3.1,23.6,7.0,50
486,460,Raúl Jiménez,Wolves,Forward,3241,17,7,0,15,36,0,3,0,668.2,194,5.1,22.8,20.0,85
487,461,Romain Saïss,Wolves,Defender,2703,2,2,0,10,34,0,10,1,160.7,103,3.1,20.6,2.2,50
488,462,Jonathan Castro Otto,Wolves,Defender,2885,2,3,0,11,35,0,4,0,379.2,123,3.5,22.4,0.1,55
489,463,Léo Bonatini,Wolves,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.3,50
490,464,Leander Dendoncker,Wolves,Midfielder,2790,4,0,0,11,34,0,5,0,160.6,100,2.6,20.0,2.9,50
491,465,Adama Traoré,Wolves,Midfielder,2599,4,9,0,7,33,0,1,0,786.4,130,3.5,20.0,19.6,65
492,466,Rúben Diogo da Silva Neves,Wolves,Midfielder,3053,2,2,0,13,35,0,9,0,445.4,97,2.6,17.6,2.5,55
493,467,Oskar Buur,Wolves,Defender,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.4,40
494,468,Diogo Jota,Wolves,Midfielder,2278,7,3,0,10,28,0,4,0,453.3,105,3.1,16.2,3.1,65
495,469,Daniel Castelo Podence,Wolves,Midfielder,285,1,1,0,3,0,0,0,0,73.3,25,2.8,4.5,0.4,55
496,470,Max Kilman,Wolves,Defender,184,0,0,0,0,2,0,0,0,1.2,5,1.7,1.2,1.8,40
497,471,Rúben Gonçalo Silva Nascimento Vinagre,Wolves,Defender,644,0,0,0,3,6,0,1,0,96.2,32,2.0,7.1,18.5,45
498,472,Matija Sarkic,Wolves,Goalkeeper,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.2,45
499,473,Morgan Gibbs-White,Wolves,Midfielder,125,0,1,0,0,2,0,0,0,44.1,11,1.6,2.2,0.0,50
500,474,Pedro Lomba Neto,Wolves,Midfielder,920,3,3,0,1,12,0,3,0,232.0,57,2.0,10.4,0.3,55
501,475,Bruno André Cavaco Jordao,Wolves,Midfielder,6,0,0,0,0,0,0,0,0,10.4,1,1.0,0.2,0.6,45
502,476,Leonardo Campana,Wolves,Forward,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.3,50
